count
1416.1
1419.25
1419.7
1421.2
1420.05
1413.85
1414.7
1414.5
1407.25
1387.6
1377.2
1381.15
1380.25
1382.85
1378.85
1366.6
1374.25
1378.45
1374.95
1376.2
1372.75
1368.8
1372.45
1370.9
1370.15
1367.35
1359.9
1365.85
1369.8
1369
1374.1
1374.5
1368.2
1366.95
1373.8
1375.4
1375.1
1376.35
1380.6
1374.6
1382.3
1381.05
1384.95
1385.55
1382.3
1380.25
1386.05
1387.9
1386.55
1385.9
1379.05
1380.95
1383.85
1373.3
1376.2
1375.05
1369.65
1365.5
1360.3
1361.75
1365.2
1361.45
1358.7
1362.1
1360.95
1361
1361.95
1365.85
1368.3
1367.65
1367.3
1367.55
1372.7
1374.55
1372.95
1372.55
1371.1
1369.55
1368.6
1367.3
1364.4
1346.25
1347.9
1346
1348.5
1346.6
1344.1
1342.1
1343
1342.45
1347.9
1342.7
1343.45
1333.8
1332.5
1332.5
1324.2
1324.35
1334.15
1331.9
1332.95
1333.55
1335.3
1328.75
1332.75
1345.85
1344.55
1344.95
1337.6
1335.45
1318.2
1314.45
1313.4
1312.8
1314.7
1317.8
1335.95
1336.4
1338.55
1336.9
1329.6
1328.1
1328.6
1332.2
1337.45
1339.2
1337.8
1334.85
1338
1341.75
1340.5
1336.8
1336.95
1335.75
1331.2
1334.75
1335.45
1329.45
1332.9
1333
1351.2
1354.7
1350.9
1350.55
1348.5
1354.5
1348.95
1348.6
1346.65
1347.1
1347.55
1346.2
1348.55
1351.75
1351.05
1351.95
1351.15
1361.8
1363.35
1363.8
1362.45
1364
1363.05
1365.75
1363.8
1363.5
1361.95
1361.1
1358.05
1353.75
1362.25
1363.1
1363.95
1362.6
1358.8
1363.9
1358.95
1356.6
1357.45
1358.95
1357.85
1364.15
1363.55
1361.6
1364.35
1364.15
1373.05
1372.65
1374.55
1373.25
1373.45
1374.75
1372.85
1371.45
1374.35
1374.5
1377.05
1378.35
1377.15
1381
1383.1
1384
1383
1385.25
1386.15
1383.15
1387.8
1389.9
1395.5
1396.35
1402.3
1402.65
1406.1
1404.95
1401.2
1397.4
1399.5
1400.05
1398.1
1400.55
1400.1
1402.5
1407.85
1411.6
1411.8
1411.9
1410.2
1416.55
1413.55
1413.45
1402.1
1403.1
1407.25
1403.5
1403.35
1408.95
1410.3
1413.15
1414.8
1410.8
1408.35
1411.45
1411.85
1412.05
1414.95
1418.75
1422.95
1428.15
1433.2
1429.05
1429.3
1433.35
1435.1
1435.85
1434.45
1433.4
1426.2
1427.85
1420.25
1416.55
1415.55
1417.8
1416.3
1417.65
1425.8
1427.65
1430.55
1436.95
1436.5
1438
1433.6
1433.9
1431.4
1432.35
1428.1
1435.4
1424.75
1426.6
1429.15
1426.85
1426.7
1429.75
1430.85
1431.55
1431.3
1429.4
1430.8
1424.25
1413.35
1412.6
1411.45
1417.1
1412.95
1409.2
1410.35
1423.1
1417.5
1419.1
1424.75
